sha256_hash,img_path,is_radical,radical_prob,reason
e92799d50bad1160fa9b88e415e4b30d5a064508f4b14bdf11e2871d1a5fa338,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/e92799d50bad1160fa9b88e415e4b30d5a064508f4b14bdf11e2871d1a5fa338.gz,error,0.0,Failed to load image
b3203a4d64d8ef885bebd62375a29b8829fe93764ef212b3518530918cf968b4,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/b3203a4d64d8ef885bebd62375a29b8829fe93764ef212b3518530918cf968b4.gz,radical,0.85,"The image is a cover of a magazine titled 'America's 1st Freedom' with the headline 'Is it safe to be Black & Armed in America?'. The use of racial terms and the context of gun ownership in relation to race suggest a radical perspective on societal issues. The magazine's title and the provocative question imply a radical stance on racial and gun rights issues, which are highly contentious and often associated with extremist views."
f68ab498ddf4be93dabee1fb538db5b0b44b6ee093c80822ca87b1ba177c5287,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/f68ab498ddf4be93dabee1fb538db5b0b44b6ee093c80822ca87b1ba177c5287.gz,radical,0.95,"The image depicts a scenario involving a meteor or comet with the text 'SOON IT WILL ALL BE CLEAN' suggesting a catastrophic event that will lead to a cleansing of some sort. This imagery and text imply a desire for a drastic, destructive change, which can be interpreted as extremist and radical. The visual and textual elements together convey a message of impending doom and purification, aligning with themes of radical and violent ideologies."
d354acc5cb7b5eed6f93ee81f35945adc2f310c7733ccc4b0f948734ec00fb1d,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/d354acc5cb7b5eed6f93ee81f35945adc2f310c7733ccc4b0f948734ec00fb1d.gz,error,0.0,Failed to load image
2e4f5478a2aab9d2ccf685ba9faa0c252a5e29a95a4529d144fb7a7df5635dff,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/2e4f5478a2aab9d2ccf685ba9faa0c252a5e29a95a4529d144fb7a7df5635dff.gz,radical,0.95,"The image suggests a conspiracy theory that equates social distancing measures with antisemitism. This is a form of extremist rhetoric that seeks to delegitimize public health measures and scapegoat a particular group, which is a radical and dangerous narrative."
66af81fa91aeb0038b9d88cc43a5138bb86aa0c6ebec2069c435b075824983eb,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/66af81fa91aeb0038b9d88cc43a5138bb86aa0c6ebec2069c435b075824983eb.gz,error,0.0,Failed to load image
806fddc31c47edd76bd340f8991c5684bf6ae2d8025fb1096c03340b769c3453,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/806fddc31c47edd76bd340f8991c5684bf6ae2d8025fb1096c03340b769c3453.gz,error,0.0,Failed to load image
d0c47026d55ed610a9441410fb8ea07d8294f1446a151c1d1e02247eba23d7ca,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/d0c47026d55ed610a9441410fb8ea07d8294f1446a151c1d1e02247eba23d7ca.gz,error,0.0,Failed to load image
aaf3dee66269f2cfcfd66790e6b8133f4ef3d839b27801e8ebc7379f81c3d63a,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/aaf3dee66269f2cfcfd66790e6b8133f4ef3d839b27801e8ebc7379f81c3d63a.gz,radical,0.95,"The image contains derogatory and racist language, specifically using the term 'glownigger,' which is a racial slur. Additionally, the text 'KYS' is an acronym for 'kill yourself,' promoting harmful behavior. The image also references violence with the phrase 'We have to kill the redcoats,' which is a radical and extremist call to action."
43c4f2bf239b6dfe5a5fb8efa27a85c0e7925dec3a414fa4440d480a26996d4c,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/43c4f2bf239b6dfe5a5fb8efa27a85c0e7925dec3a414fa4440d480a26996d4c.gz,error,0.0,Failed to load image
b468e2f1261fdf285bcfd2376864beaea1175a2b62ed731bb8b3a52c230a8420,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/b468e2f1261fdf285bcfd2376864beaea1175a2b62ed731bb8b3a52c230a8420.gz,error,0.0,Failed to load image
40221eb736927aa07507bff4cd1ae0db7f3ee3867846cc6e94d0d9ec0e0ac435,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/40221eb736927aa07507bff4cd1ae0db7f3ee3867846cc6e94d0d9ec0e0ac435.gz,radical,0.95,"The image depicts a person in a military uniform, which is often associated with authoritarian regimes. The text in the image discusses the dominance of public opinion and the mastery over the masses, which are themes commonly associated with extremist ideologies. The mention of the Nazi party and the quotation from Adolf Hitler further reinforce the radical and extremist nature of the content."
41d9dd92c456d269353b700841d02fd12715c116f328d5fa01bd9b11a93769e8,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/41d9dd92c456d269353b700841d02fd12715c116f328d5fa01bd9b11a93769e8.gz,error,0.0,Failed to load image
75886cd5c4ca98849dff2c11609de53f7acbb044570cba03a3d61d3680c876be,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/75886cd5c4ca98849dff2c11609de53f7acbb044570cba03a3d61d3680c876be.gz,non-radical,0.1,"The image depicts a person in a hospital setting with severe burns on their hands and arms. There is no text or symbols in the image that suggest extremist ideologies or radical content. The image appears to be a medical photograph, likely used for educational or informational purposes."
199ae3c89f15b6f64fea9f4df202d8adc5db7aae593b467373d7b4810a3c3f4e,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/199ae3c89f15b6f64fea9f4df202d8adc5db7aae593b467373d7b4810a3c3f4e.gz,error,0.0,Failed to load image
e2d72cb4e9f5cd9f488e84bfb254a1d808be2a16daee45d2ddace7c01c9ce187,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/e2d72cb4e9f5cd9f488e84bfb254a1d808be2a16daee45d2ddace7c01c9ce187.gz,error,0.0,Failed to load image
39622073de3027fad07c37517043d69156cdb438d1cdfd064ff776a057f8c589,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/39622073de3027fad07c37517043d69156cdb438d1cdfd064ff776a057f8c589.gz,error,0.0,Failed to load image
7e8ea00f7ee0d2a8d2854906859cda10fbfbf84597132c6fd0872fb56d34d83f,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/7e8ea00f7ee0d2a8d2854906859cda10fbfbf84597132c6fd0872fb56d34d83f.gz,error,0.0,Failed to load image
e78fbaedcf89dbfd732ad6c129512203819a488534cc8569f961010332fa5b92,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/e78fbaedcf89dbfd732ad6c129512203819a488534cc8569f961010332fa5b92.gz,error,0.0,Failed to load image
1d2d3c9e4d6e706229b35c9e4b7f1716e842b625fc037da52289dbe4114c03e0,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/1d2d3c9e4d6e706229b35c9e4b7f1716e842b625fc037da52289dbe4114c03e0.gz,radical,0.85,"The image shows a map with the number of cases and deaths attributed to a virus, specifically highlighting China and other affected countries. The design and presentation of the information, with a focus on China and the use of a skull symbol to represent deaths, can be seen as stigmatizing and inflammatory, especially in the context of global health crises. This type of visual representation can fuel xenophobia and radical views against certain countries or populations."
8eda738680d15abc4b45094d7b269109011224462b96c8ac3e3fe9f61121fe7d,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/8eda738680d15abc4b45094d7b269109011224462b96c8ac3e3fe9f61121fe7d.gz,error,0.0,Failed to load image
06c84e34fbefc73288000992231234c7a4d070880d348244a67550bdb5682c60,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/06c84e34fbefc73288000992231234c7a4d070880d348244a67550bdb5682c60.gz,error,0.0,Failed to load image
b8f744415bec4d01854dd93661792be28879de147f141dba85a9d038bf6a40cb,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/b8f744415bec4d01854dd93661792be28879de147f141dba85a9d038bf6a40cb.gz,non-radical,0.1,"The image depicts an air pistol, specifically an Artemis CP1-M. There is no text or imagery that promotes extremist views, violence, or radical ideologies. The focus is purely on the firearm itself, which is a common object used in sporting activities such as target shooting."
5db83186eb925ffacb15562dae78cf51ff34dff936561f309820ace4cbe2e84a,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/5db83186eb925ffacb15562dae78cf51ff34dff936561f309820ace4cbe2e84a.gz,radical,0.95,"The image contains text that promotes anti-Semitic conspiracy theories and advocates for violent opposition to perceived enemies. It discusses the rise of nationalism and extremist ideologies, glorifying the taboo-breaking and apathetic behavior that led to the discovery of an identity centered around Nazism. The text also celebrates recent political events that align with extremist views, such as the election of a president who advocates for building walls and the rise of nationalist movements in Europe."
f9e500687d7379217c4806daeca06cc681bf89bde1dab459e939bc8821edc942,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/f9e500687d7379217c4806daeca06cc681bf89bde1dab459e939bc8821edc942.gz,non-radical,0.05,"The image appears to be a screenshot from a strategy game, specifically a map showing military positions and strategic planning. There is no text or visual content that promotes extremist ideologies, violence, or radical governance. The image is purely related to a game and does not contain any elements that suggest radical content."
fa4f90084079a0610e159effc3383816bca57f3a555082368303f1c026b71b47,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/fa4f90084079a0610e159effc3383816bca57f3a555082368303f1c026b71b47.gz,error,0.0,Failed to load image
378dfe0a32c4d0ef7a1576d6df218192bbf793d712950782ef472dc8249655da,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/378dfe0a32c4d0ef7a1576d6df218192bbf793d712950782ef472dc8249655da.gz,error,0.0,Failed to load image
964a90ed714d268e983a863434f57540b137866912b15617d7df56320986d064,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/964a90ed714d268e983a863434f57540b137866912b15617d7df56320986d064.gz,error,0.0,Failed to load image
775c02a02b066d02b5d317f0b9c8663225534d2e9ffc5eda2814ea40d2bf5375,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/775c02a02b066d02b5d317f0b9c8663225534d2e9ffc5eda2814ea40d2bf5375.gz,error,0.0,Failed to load image
b83c3e22ea354c699be227f4a5415341d646bb202359bc5faa090c0d6ed62baa,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/b83c3e22ea354c699be227f4a5415341d646bb202359bc5faa090c0d6ed62baa.gz,error,0.0,Failed to load image
c9251028d6def22338ade25b1c7722c5f20bb95a444fa3d3e954f0146e7d57f2,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/c9251028d6def22338ade25b1c7722c5f20bb95a444fa3d3e954f0146e7d57f2.gz,radical,0.85,"The image contains a character making the 'OK' hand sign, which is often associated with extremist ideologies and hate groups. The context and symbols used in memes can often indicate radical or extremist views, even if the image itself appears innocuous."
16f3afdec990eee67ef740474cc08a1e36576ee4ddab5b71f9c9833fe51cc9f2,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/16f3afdec990eee67ef740474cc08a1e36576ee4ddab5b71f9c9833fe51cc9f2.gz,error,0.0,Failed to load image
f67229a4144571358abb16020fa3d00c10b679acdc7fd5d4f8f10004d1f5cf1e,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/f67229a4144571358abb16020fa3d00c10b679acdc7fd5d4f8f10004d1f5cf1e.gz,error,0.0,Failed to load image
4458d6380482be1a3149aab09add1cf64b9b64d9d1366d903f3efcd9cd029785,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/4458d6380482be1a3149aab09add1cf64b9b64d9d1366d903f3efcd9cd029785.gz,radical,0.95,"The image contains the text '1488', which is a well-known code used by white supremacists (14 represents the '14 Words' slogan and 88 represents 'HH' or 'Heil Hitler'). The visual style, including the use of neon colors and a stylized figure, does not change the radical nature of the text."
aeeb23b44309d07d4f8d49dfa4bc5f59e7fa5d25d6295a874703b234e5076077,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/aeeb23b44309d07d4f8d49dfa4bc5f59e7fa5d25d6295a874703b234e5076077.gz,error,0.0,Failed to load image
f588b3863db4fdf4ee30957482672f4600641dd7ed8e5cd664b24fd43b5567f2,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/f588b3863db4fdf4ee30957482672f4600641dd7ed8e5cd664b24fd43b5567f2.gz,error,0.0,Failed to load image
b0465fe5f1e2e7fa431658dcfdb9f180c0c145b3f64abca17ff0098ca4da1676,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/b0465fe5f1e2e7fa431658dcfdb9f180c0c145b3f64abca17ff0098ca4da1676.gz,error,0.0,Failed to load image
76b97ac0b95ee0227a884fefb0f90b9c949df5a3cd74ce8b01c0cde66a63617e,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/76b97ac0b95ee0227a884fefb0f90b9c949df5a3cd74ce8b01c0cde66a63617e.gz,error,0.0,Failed to load image
e87e785f78511521074b499af39e6d5b44d52358fc0fd73c35845ff8a110099c,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/e87e785f78511521074b499af39e6d5b44d52358fc0fd73c35845ff8a110099c.gz,non-radical,0.0,The image appears to be a line drawing of an animated character. There is no text or content that suggests radical or extremist ideas. The character is depicted in a neutral pose without any context that would indicate radical views.
d5f976498555b76b59c130f4c38a3209ec6e187bbaec8c3866684251f5092107,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/d5f976498555b76b59c130f4c38a3209ec6e187bbaec8c3866684251f5092107.gz,error,0.0,Failed to load image
1632d04b0751f86f5ae7472f72d08e1a952dc84918c91cb35d61586ab3b5c7d8,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/1632d04b0751f86f5ae7472f72d08e1a952dc84918c91cb35d61586ab3b5c7d8.gz,error,0.0,Failed to load image
726d8943950e492c8b506bf0cf5edaf52b70637fef97b986fd9d90a2c39e9139,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/726d8943950e492c8b506bf0cf5edaf52b70637fef97b986fd9d90a2c39e9139.gz,non-radical,0.1,"The image depicts characters from an animated series driving a futuristic car. There is no explicit text or imagery that suggests extremist views, radical ideas about society or governance, or the promotion of violence. The content appears to be purely entertainment-related."
c29996fa7d8a94d3031b1a58c115c9b61e126fe4c82f417b923d5a6d327d68f2,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/c29996fa7d8a94d3031b1a58c115c9b61e126fe4c82f417b923d5a6d327d68f2.gz,error,0.0,Failed to load image
5dedb01e4b091cc5dae04a30b166c9993670fa165ecdc433420169b4fec84ae1,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/5dedb01e4b091cc5dae04a30b166c9993670fa165ecdc433420169b4fec84ae1.gz,error,0.0,Failed to load image
5427bf487ecbd70b28fd1143492f6c606b45217e6bd7c35c8de3678dddb29016,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/5427bf487ecbd70b28fd1143492f6c606b45217e6bd7c35c8de3678dddb29016.gz,error,0.0,Failed to load image
73ee3784f6d605fe244d8e961ba8355098dba9f37c2491f901d932976c37d563,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/73ee3784f6d605fe244d8e961ba8355098dba9f37c2491f901d932976c37d563.gz,non-radical,0.1,"The image appears to be a cover for a comic or graphic novel titled 'Coronachan and the Pandemic Nightmare.' The visual content includes an anime-style character in a dark, apocalyptic setting. There are no explicit radical or extremist symbols, text, or themes present in the image. The focus seems to be on a fictional narrative rather than promoting radical ideologies or violent means."
0daca0de975b358a9e0101c079ec45b34db170b830e881d26f82e6309557f0d4,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/0daca0de975b358a9e0101c079ec45b34db170b830e881d26f82e6309557f0d4.gz,radical,0.75,"The image features a collage of people making exaggerated facial expressions, which is a common meme format often used to convey a sense of absurdity or ridiculousness. The inclusion of a cartoon character with a large mouth and tongue, along with various objects like cereal boxes and a soya packet, suggests a playful and humorous intent. However, the context of the meme and the exaggerated expressions can be used to mock or demean certain groups or ideas, which aligns with radical content. The use of such memes can be a form of online harassment or trolling, which is a form of radical behavior."
7eed23ee7ca10b5ddb1e964d3227c96bf3107748a0eafaeca284050c986ccd65,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/7eed23ee7ca10b5ddb1e964d3227c96bf3107748a0eafaeca284050c986ccd65.gz,error,0.0,Failed to load image
808457a690174dbfd373aec3ac8500435149931ce541d20975eb261363fc1a1f,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/808457a690174dbfd373aec3ac8500435149931ce541d20975eb261363fc1a1f.gz,error,0.0,Failed to load image
a30898331954ad7324ec58bea5410bca88beed94574a92d3cde503b6e41d3282,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/a30898331954ad7324ec58bea5410bca88beed94574a92d3cde503b6e41d3282.gz,error,0.0,Failed to load image
73e821a01b477f4d30c0cc544a77beacf1ffc3561ee0860bbc7f73cc116158ff,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/73e821a01b477f4d30c0cc544a77beacf1ffc3561ee0860bbc7f73cc116158ff.gz,non-radical,0.1,"The image depicts a cityscape with neon lights and a person taking a photograph or selfie. There is no text or content that promotes radical ideas, extremism, or violent means. The scene is typical of an urban environment, possibly a tourist spot, and does not contain any symbols, slogans, or imagery associated with radical ideologies."
6e8680e53a86f42afe0097181741ccdeec528ff5c2bd1d35bebd5cce40933eb5,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/6e8680e53a86f42afe0097181741ccdeec528ff5c2bd1d35bebd5cce40933eb5.gz,non-radical,0.0,"The image depicts a mother holding a baby. The text on the baby's shirt reads 'Be a wagen (little c).' The content does not contain any radical or extremist themes. It is a simple, positive, and familial scene."
691a841cf8154af7fa740abb8465e42d0c52390d04960098e558656134e13846,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/691a841cf8154af7fa740abb8465e42d0c52390d04960098e558656134e13846.gz,error,0.0,Failed to load image
5f0f3c371c1388188891eceab02f9687f98f128f4a8fb7417afa5730372b30fb,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/5f0f3c371c1388188891eceab02f9687f98f128f4a8fb7417afa5730372b30fb.gz,radical,0.95,"The text in the image promotes Holocaust denial and justifies the actions of Adolf Hitler, which are clear indicators of extremist and radical content. The image also includes a quote from Adolf Hitler that advocates for authoritarian control over the masses, further emphasizing its radical nature."
e24348f83af57bb4fa5883953f059351c5077c33404db5c5e23ce1021f533101,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/e24348f83af57bb4fa5883953f059351c5077c33404db5c5e23ce1021f533101.gz,error,0.0,Failed to load image
9e4af5ba551445996112936fbf89bded0013915b2446d48fe0dc2e6aa30535ba,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/9e4af5ba551445996112936fbf89bded0013915b2446d48fe0dc2e6aa30535ba.gz,error,0.0,Failed to load image
53b2c77aa79826f62b216de1d91e4f13754665bf14ebcf3c49b4226ac02e644c,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/53b2c77aa79826f62b216de1d91e4f13754665bf14ebcf3c49b4226ac02e644c.gz,error,0.0,Failed to load image
98a30977185dff88db33cec865fe21af7d38f16bcc240bf393eb8395026d40a7,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/98a30977185dff88db33cec865fe21af7d38f16bcc240bf393eb8395026d40a7.gz,error,0.0,Failed to load image
412f1732ca9952890d364655ceab2dde68a3411815dffc64042fdca08d67c9f2,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/412f1732ca9952890d364655ceab2dde68a3411815dffc64042fdca08d67c9f2.gz,error,0.0,Failed to load image
37742ff86026436f5b1f5d3872aa647c4578b3f3e7d47ac984692ad14a7fa53a,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/37742ff86026436f5b1f5d3872aa647c4578b3f3e7d47ac984692ad14a7fa53a.gz,error,0.0,Failed to load image
2ea4b05a664dd123bf4c3c8f09a57160b7fbb485a456b3d44fba1d3df324bfb2,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/2ea4b05a664dd123bf4c3c8f09a57160b7fbb485a456b3d44fba1d3df324bfb2.gz,radical,0.7,"The image contains statistical data related to online posts, which could be indicative of a platform or forum that promotes radical content. The high number of posts and active content suggest a highly active community, which could be a breeding ground for radical ideologies. However, without additional context, it is difficult to definitively classify this image as radical based solely on the statistical data presented."
19c29ccb4e5fd9dd1c75de2f8762fce8493ad238d7fce2770ccc885d4215090e,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/19c29ccb4e5fd9dd1c75de2f8762fce8493ad238d7fce2770ccc885d4215090e.gz,radical,0.95,"The image contains a search inventory and return form listing items seized under a warrant, including a handgun, handgun magazine, cartridges, cell phones, a pizza delivery bag, and a sweatshirt. The text 'PIZZA DELIVERY DRIVER MURDER ARRESTS' at the bottom of the image indicates a violent crime involving a pizza delivery driver. The presence of firearms and the context of a murder arrest suggest a radical and violent event."
2f1882e8c7d132b83ad9fcd06a48b18061b10b85d9fbbdd7e16ebba8582956cf,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/2f1882e8c7d132b83ad9fcd06a48b18061b10b85d9fbbdd7e16ebba8582956cf.gz,radical,0.95,"The image features text and symbols that promote anti-Semitic conspiracy theories. The use of the Star of David with '666' inside it, combined with the text 'ALL STAR PANEL' and the commentary 'They weren't kidding!' suggests a conspiracy narrative that is both radical and anti-Semitic. Additionally, the context of the image being from a Fox News segment discussing Trump's immigration agenda adds a layer of political extremism."
bfe0baa4de7e8989992f3be5d579ae55e73dee9ca45605d3e25006e49460706a,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/bfe0baa4de7e8989992f3be5d579ae55e73dee9ca45605d3e25006e49460706a.gz,error,0.0,Failed to load image
bc43ac4312002bde65fa36f0ab443ef0502a83f14d1940c41d4ef389fd143581,/home/xiang_fang1/Desktop/meme/icwsm2021-memes-images/output/images/bc43ac4312002bde65fa36f0ab443ef0502a83f14d1940c41d4ef389fd143581.gz,error,0.0,Failed to load image
